gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Gender_encode,race_encode,lunch_encode,test_encode
male,group B,bachelor's degree,standard,none,84,80,77,1,1,1,1
male,group D,some college,free/reduced,none,67,58,58,1,3,0,1
male,group C,associate's degree,free/reduced,none,59,64,60,1,2,0,1
male,group C,bachelor's degree,free/reduced,none,58,66,67,1,2,0,1
male,group D,associate's degree,standard,none,72,62,60,1,3,1,1
female,group A,associate's degree,standard,none,61,65,59,0,0,1,1
female,group B,some high school,free/reduced,none,55,70,60,0,1,0,1
female,group D,bachelor's degree,standard,none,41,51,53,0,3,1,1
female,group D,some college,free/reduced,none,36,45,44,0,3,0,1
male,group E,associate's degree,standard,completed,84,75,75,1,4,1,0
male,group E,associate's degree,free/reduced,none,57,45,42,1,4,0,1
female,group C,associate's degree,standard,none,81,96,93,0,2,1,1
male,group A,some high school,standard,none,59,60,50,1,0,1,1
male,group D,some college,free/reduced,none,66,56,56,1,3,0,1
male,group C,some college,free/reduced,completed,65,62,63,1,2,0,0
female,group C,associate's degree,standard,none,65,85,80,0,2,1,1
female,group A,some high school,free/reduced,completed,53,77,75,0,0,0,0
male,group B,some high school,standard,none,79,69,70,1,1,1,1
female,group C,associate's degree,standard,completed,89,86,92,0,2,1,0
female,group E,high school,free/reduced,none,85,91,88,0,4,0,1
female,group C,some college,standard,none,79,93,81,0,2,1,1
female,group B,associate's degree,standard,completed,83,96,96,0,1,1,0
female,group E,some high school,free/reduced,none,62,71,61,0,4,0,1
female,group E,some college,standard,none,64,68,60,0,4,1,1
female,group E,bachelor's degree,standard,none,66,65,76,0,4,1,1
female,group B,some high school,free/reduced,none,36,52,51,0,1,0,1
female,group C,some high school,standard,none,74,77,72,0,2,1,1
female,group B,bachelor's degree,standard,completed,85,96,95,0,1,1,0
female,group C,high school,standard,completed,44,69,68,0,2,1,0
female,group E,some college,standard,completed,68,78,77,0,4,1,0
female,group C,some college,standard,completed,59,66,71,0,2,1,0
male,group B,high school,standard,none,64,57,52,1,1,1,1
female,group C,some college,free/reduced,none,62,74,74,0,2,0,1
male,group C,master's degree,free/reduced,none,45,53,45,1,2,0,1
male,group D,high school,standard,none,85,81,83,1,3,1,1
male,group C,some high school,standard,none,45,48,46,1,2,1,1
male,group B,associate's degree,standard,none,81,66,58,1,1,1,1
male,group C,high school,standard,none,65,70,57,1,2,1,1
female,group C,high school,free/reduced,none,48,60,55,0,2,0,1
female,group C,high school,standard,none,59,66,69,0,2,1,1
female,group C,some college,standard,completed,80,88,90,0,2,1,0
female,group A,bachelor's degree,standard,completed,66,80,75,0,0,1,0
female,group B,bachelor's degree,standard,completed,80,93,99,0,1,1,0
male,group E,some high school,free/reduced,none,47,54,48,1,4,0,1
female,group B,high school,standard,none,74,90,83,0,1,1,1
male,group B,bachelor's degree,free/reduced,none,55,59,49,1,1,0,1
male,group D,associate's degree,standard,none,100,93,89,1,3,1,1
male,group C,some high school,standard,none,83,84,78,1,2,1,1
male,group C,associate's degree,standard,none,76,74,67,1,2,1,1
male,group E,some high school,standard,completed,87,83,80,1,4,1,0
male,group C,some high school,standard,none,28,27,23,1,2,1,1
male,group D,some high school,standard,completed,76,78,79,1,3,1,0
female,group E,bachelor's degree,standard,none,86,87,90,0,4,1,1
female,group A,bachelor's degree,free/reduced,none,65,64,73,0,0,0,1
male,group D,master's degree,standard,none,88,72,78,1,3,1,1
female,group D,master's degree,standard,completed,87,95,100,0,3,1,0
male,group D,some high school,standard,none,51,53,45,1,3,1,1
male,group D,associate's degree,standard,completed,67,62,67,1,3,1,0
female,group C,some high school,standard,none,70,77,76,0,2,1,1
female,group A,associate's degree,standard,none,72,77,77,0,0,1,1
male,group A,associate's degree,free/reduced,completed,75,67,67,1,0,0,0
male,group D,some high school,standard,none,83,74,80,1,3,1,1
female,group B,associate's degree,standard,none,82,97,90,0,1,1,1
male,group C,some college,standard,none,77,77,71,1,2,1,1
male,group C,some college,standard,none,80,66,66,1,2,1,1
female,group A,high school,standard,completed,67,86,86,0,0,1,0
male,group E,high school,standard,none,80,72,62,1,4,1,1
male,group D,high school,standard,none,58,47,45,1,3,1,1
